station_id,lon,lat,is_charging,external_id,capacity,eightd_has_key_dispenser,electric_bike_surcharge_waiver,has_kiosk,rental_methods,short_name,eightd_station_services
93,-73.5541883111,45.51681750463149,false,0b1088f0-08f3-11e7-a1cb-3863bb33a4e4,31,false,false,true,KEY|CREDITCARD,6104,|||||||
94,-73.55195805430411,45.51937252291976,false,0b108a09-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6105,|||||||
95,-73.54926,45.52114,false,0b108b24-08f3-11e7-a1cb-3863bb33a4e4,25,false,false,true,KEY|CREDITCARD,6106,|||||||
96,-73.5791431011603,45.49381914990433,false,0b1091b6-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6107,|||||||
97,-73.55117082595825,45.52836601591233,false,0b1093c6-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6108,|||||||
98,-73.52753520011902,45.50265866521738,false,0b1094fe-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6109,|||||||
99,-73.54619935154915,45.52900206660643,false,0b10961a-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6110,|||||||
100,-73.54968247940633,45.5256378348441,false,0b10972e-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6111,|||||||
101,-73.55788965214742,45.519131967116216,false,0b10983d-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6112,|||||||
102,-73.55386108160019,45.52123044585842,false,0b10994d-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6113,|||||||
103,-73.55199,45.52353,false,0b109fc4-08f3-11e7-a1cb-3863bb33a4e4,25,false,false,true,KEY|CREDITCARD,6114,|||||||
104,-73.63153114914894,45.46693565237702,false,0b10a104-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6115,|||||||
105,-73.56073021888733,45.52349210923463,false,0b10c307-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6116,|||||||
106,-73.5704317688942,45.50538591756765,false,0b10c45c-08f3-11e7-a1cb-3863bb33a4e4,13,false,false,true,KEY|CREDITCARD,6117,|||||||
107,-73.55982835295436,45.52492614409801,false,0b10c672-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6118,|||||||
108,-73.55821162462234,45.526991277453526,false,0b10c7b5-08f3-11e7-a1cb-3863bb33a4e4,35,false,false,true,KEY|CREDITCARD,6119,|||||||
109,-73.55217933654784,45.533705987798946,false,0b10ce21-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6120,|||||||
110,-73.55478646466509,45.53456256501449,false,0b10cf42-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6121,|||||||
111,-73.54911457747221,45.53061161207863,false,0b10d04a-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6122,|||||||
112,-73.55799973011017,45.52330366033427,false,0b10d150-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6123,|||||||
113,-73.55343863368034,45.53193889278052,false,0b10d266-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6124,|||||||
114,-73.629298,45.499757,false,0b10d370-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6125,|||||||
115,-73.55876013636589,45.5321322155395,false,0b10d842-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6126,|||||||
116,-73.6182153224945,45.53789110878484,false,0b10d956-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6127,|||||||
117,-73.55116009712219,45.535295480380306,false,0b10db49-08f3-11e7-a1cb-3863bb33a4e4,11,false,false,true,KEY|CREDITCARD,6128,|||||||
118,-73.56081,45.5367,false,0b10dc80-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6130,|||||||
119,-73.56265068054199,45.53407048533949,false,0b10dd95-08f3-11e7-a1cb-3863bb33a4e4,35,false,false,true,KEY|CREDITCARD,6131,|||||||
120,-73.56516659259796,45.53673838509649,false,0b10e3e7-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6133,|||||||
121,-73.56305301189423,45.52997069129102,false,0b10e507-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6129,|||||||
122,-73.57075229287146,45.51007154847701,false,0b10e60a-08f3-11e7-a1cb-3863bb33a4e4,35,false,false,true,KEY|CREDITCARD,6202,|||||||
123,-73.57844352722168,45.507401678946415,false,0b10fc41-08f3-11e7-a1cb-3863bb33a4e4,39,false,false,true,KEY|CREDITCARD,6047,|||||||
124,-73.57610732316971,45.50975858607626,false,0b1102f9-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6079,|||||||
125,-73.56256484985352,45.54303187243879,false,0b110726-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6022,|||||||
126,-73.58763009309769,45.4912258547597,false,0b1108eb-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6093,|||||||
127,-73.605834,45.533348,false,0b110a66-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6913,|||||||
128,-73.60700100660324,45.531957916826386,false,0b1111b6-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6915,|||||||
129,-73.57288593644626,45.5449576889558,false,0b111347-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6916,|||||||
130,-73.58870029449461,45.53879934493943,false,0b1115c4-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6918,|||||||
131,-73.60766887664795,45.54740777921938,false,0b111c93-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6923,|||||||
132,-73.60347837231528,45.5517742671765,false,0b111e08-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6925,|||||||
133,-73.57434511184692,45.501804363327565,false,0b111f7c-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6072,|||||||
134,-73.58117669820786,45.522402573414084,false,0b1124b9-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6075,|||||||
135,-73.56196403503418,45.53840340979245,false,0b112724-08f3-11e7-a1cb-3863bb33a4e4,11,false,false,true,KEY|CREDITCARD,6134,|||||||
136,-73.55923354625702,45.5291345371163,false,0b112dc7-08f3-11e7-a1cb-3863bb33a4e4,35,false,false,true,KEY|CREDITCARD,6132,|||||||
137,-73.5891147,45.52761627,false,0b112f3f-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6136,|||||||
138,-73.56733649969101,45.52966629503036,false,0b11347f-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6137,|||||||
139,-73.56625034476565,45.53067355095582,false,0b1135f2-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6138,|||||||
140,-73.56377989053726,45.53292625574653,false,0b113d5d-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6139,|||||||
141,-73.5703244805336,45.52983801723605,false,0b1142a8-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6140,|||||||
142,-73.56664685044962,45.533261523184436,false,0b1147d6-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6141,|||||||
143,-73.57193917036057,45.527794785525096,false,0b114d1c-08f3-11e7-a1cb-3863bb33a4e4,26,false,false,true,KEY|CREDITCARD,6142,|||||||
144,-73.57264,45.52689,false,0b115254-08f3-11e7-a1cb-3863bb33a4e4,29,false,false,true,KEY|CREDITCARD,6143,|||||||
145,-73.57197672128677,45.52451761488783,false,0b1159ca-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6145,|||||||
146,-73.56837719678879,45.52286653749578,false,0b115f14-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6146,|||||||
147,-73.56545,45.52479,false,0b116d41-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6147,|||||||
148,-73.56480717658997,45.52729307510402,false,0b116ed6-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6148,|||||||
149,-73.56936,45.53867,false,0b116ff4-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6149,|||||||
150,-73.5710031,45.53711414,false,0b117115-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6150,|||||||
151,-73.5720545053482,45.53585348307891,false,0b11945c-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6151,|||||||
152,-73.57358872890472,45.53418509490266,false,0b1195c7-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6152,|||||||
153,-73.57244624759005,45.5317736716855,false,0b119728-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6153,|||||||
154,-73.57544,45.53229,false,0b1198eb-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6154,|||||||
155,-73.57699647545813,45.53022106537559,false,0b119a5f-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6155,|||||||
156,-73.57618510723114,45.52775814390426,false,0b119c87-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6156,|||||||
157,-73.57815384864807,45.52940777616881,false,0b119e07-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6157,|||||||
158,-73.58162596821785,45.53081622781595,false,0b119f9b-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6158,|||||||
159,-73.55777114165448,45.49489468991122,false,0b11a121-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6159,|||||||
160,-73.58122229576111,45.5329774553515,false,0b11a316-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6160,|||||||
161,-73.57869029045105,45.53582823686429,false,0b11a4af-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6161,|||||||
162,-73.60488876700401,45.52952466565309,false,0b11a62f-08f3-11e7-a1cb-3863bb33a4e4,30,false,false,true,KEY|CREDITCARD,6162,|||||||
163,-73.5822,45.53543,false,0b11a7b6-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6163,|||||||
164,-73.58373686671257,45.5333136054992,false,0b11a928-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6164,|||||||
165,-73.58481109142303,45.532513956311426,false,0b11aa95-08f3-11e7-a1cb-3863bb33a4e4,31,false,false,true,KEY|CREDITCARD,6165,|||||||
166,-73.58928233385086,45.53383521794791,false,0b11ac01-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6166,|||||||
167,-73.58646869659424,45.535618223146564,false,0b11ad6b-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6167,|||||||
168,-73.59832721208477,45.530846300478125,false,0b11aefa-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6168,|||||||
169,-73.57991673052311,45.527432126380575,false,0b11b06e-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6169,|||||||
170,-73.58763813972473,45.53045006508681,false,0b11b1dc-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6170,|||||||
171,-73.5601159930229,45.51958082831579,false,0b11b34d-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6171,|||||||
173,-73.5692971944809,45.519266156911335,false,0b11b660-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6173,|||||||
174,-73.5727,45.51908,false,0b11b7e0-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6174,|||||||
175,-73.56778850560659,45.52049733309677,false,0b11b958-08f3-11e7-a1cb-3863bb33a4e4,31,false,false,true,KEY|CREDITCARD,6175,|||||||
176,-73.57530293991658,45.52479409963145,false,0b11bac8-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6176,|||||||
177,-73.57418417930603,45.522425652788634,false,0b11bc2e-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6177,|||||||
178,-73.5775906,45.5222776,false,0b11bd99-08f3-11e7-a1cb-3863bb33a4e4,14,false,false,true,KEY|CREDITCARD,6178,|||||||
179,-73.57494147410762,45.521685339303474,false,0b11bf22-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6179,|||||||
180,-73.55447664856909,45.49876479520566,false,0b11c18a-08f3-11e7-a1cb-3863bb33a4e4,35,false,false,true,KEY|CREDITCARD,6180,|||||||
181,-73.58212888,45.5173538,false,0b11c320-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6181,|||||||
182,-73.58514904975891,45.5216837606738,false,0b11c48f-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6182,|||||||
